transaction_type,purchaseId,employeeId,department,location,purchaseDate,approvalDate,invoiceNumber,invoiceDate,paymentDate,vendorName,vendorRegistrationDate,contractDate,vendorBankAccount,vendorAddress,vendorContact,itemId,itemDescription,category,unitPrice,quantity,amountTotal,status,contractId,is_fraud,purchase_month,purchase_dayofweek,purchase_quarter,is_weekend,days_to_approval,days_purchase_to_invoice,days_invoice_to_payment,vendor_age_at_contract,log_amount,log_unitprice,amount_zscore,amount_vs_category_median,amount_consistency_ratio,employee_daily_tx,vendor_tx_count,invoice_frequency,amount_vs_employee_avg,transaction_type_enc,department_enc,location_enc,category_enc,itemDescription_enc,status_enc,employee_tx_frequency
expense,PO68641473,EMP0009,Procurement,Yogyakarta,2023-03-05,2023-03-10,INV2792832,2023-03-08,2023-03-27,CV Puspasari (Persero) Tbk,2020-06-10,2021-02-28,POKO15188964096020,"Jl. Sentot Alibasa No. 7, Kendari, Papua Barat 96858",+62-0601-631-0340,ITEM674535,Kendaraan Operasional,Perlengkapan Kantor,108000.0,3,325000.0,Approved,CTR82749,0,3,6,1,1,5,3,19,263,12.691583538230217,11.58989576532275,-0.21109034730172666,0.6914878904512969,1.003083323816902,1,49,1,0.1445629959858021,0,6,7,6,6,0,26
expense,PO12352322,EMP0038,Operations,Jakarta,2023-07-16,2023-07-18,INV399506,2023-07-20,2023-07-26,Perum Utama Simanjuntak (Persero) Tbk,2020-01-06,2020-03-17,WNFU54370278587624,"Jl. Cikutra Timur No. 87, Tangerang, BB 72778",+62 (052) 692-3289,ITEM242699,Security System,Perlengkapan Kantor,234000.0,2,468000.0,Approved,CTR310306,0,7,6,3,1,2,4,6,71,13.056225711649638,12.36308066783498,-0.19980173545533667,0.9957425622498676,0.9999978632524289,1,40,1,0.41191966761754395,0,5,2,6,12,0,49
expense,PO2625534,EMP0080,R&D,Jakarta,2022-10-12,2022-10-13,INV6560542,2022-10-14,2022-10-13,PT Mardhiyah Tbk,2020-09-23,2021-05-27,LLBY51463372971224,"Gang Pasirkoja No. 4, Tarakan, Kalimantan Utara 81920",+62 (27) 565-9162,ITEM776634,Alat Tulis,Perjalanan Dinas,16402000.0,1,16402000.0,Approved,CTR640613,1,10,2,4,0,1,2,-1,246,16.612913897546665,16.612913897546665,1.0580496013305247,11.28447796045548,0.9999999390318292,1,52,1,3.013931334723177,0,7,2,5,1,0,33
procurement,PO76276622,GHOST0019,Legal,Surabaya,2024-02-20,2024-02-24,INV5792659,2024-02-23,2024-02-26,PT Nuraini Wasita,2019-06-10,2020-05-06,YVBC86535108028930,"Jalan Asia Afrika No. 227, Cilegon, DI Yogyakarta 13322",+62 (010) 988 1648,ITEM801194,Meja Kantor,Komunikasi,4157000.0,1,4157000.0,Approved,CTR953488,1,2,1,1,0,4,3,3,331,15.24030445879284,15.24030445879284,0.09141287364489194,7.599620476013755,0.9999997594419631,1,52,1,1.4297501531383825,1,3,6,1,9,0,2
procurement,PO44319407,EMP0083,Procurement,Yogyakarta,2023-05-22,2023-05-30,INV1984312,2023-05-25,2023-06-03,UD Damanik,2019-03-31,2019-11-15,QTFF29660167363802,"Gang Veteran No. 5, Madiun, MA 23577",+62 (039) 413-5079,ITEM143597,Laptop,Perlengkapan Kantor,326000.0,2,651000.0,Approved,CTR589866,0,5,0,2,0,8,3,9,229,13.386266457287837,12.694655727828803,-0.1853554699456208,1.3851034359501362,0.9984647262810946,1,47,1,0.4617018002114892,1,6,7,6,8,0,38
procurement,PO83260266,EMP0046,IT,Surabaya,2023-04-01,2023-04-02,INV4550248,2023-04-03,2023-04-16,PT Wacana (Persero) Tbk,2021-01-14,2021-04-02,CHFK85400252510173,"Jl. Astana Anyar No. 366, Kota Administrasi Jakarta Utara, JK 44758",+62 (009) 774-6376,ITEM345037,Server,Makan & Hiburan,436000.0,1,436000.0,Approved,CTR638955,0,4,5,2,1,1,2,13,78,12.985399815906522,12.985399815906522,-0.20232785838599737,1.2316349388843535,0.9999977064272788,1,59,1,0.11167020371842193,1,2,6,3,13,0,34
procurement,PO7767642,EMP0073,Legal,Medan,2024-06-18,2024-06-20,INV1100138,2024-06-19,2024-06-29,UD Anggriawan Aryani,2021-08-28,2022-05-11,EHPO75329949210926,"Jalan Erlangga No. 504, Kediri, Kepulauan Riau 98716",+62 (54) 882-5218,ITEM238623,Kamera,Perjalanan Dinas,684000.0,3,2053000.0,Approved,CTR606661,0,6,1,2,0,2,1,10,256,14.534813183093013,13.435714658591923,-0.07467970904604897,1.4124517286193818,1.0004868418680108,1,42,1,0.3123821756268563,1,3,4,5,5,0,39
expense,PO3725789,EMP0089,IT,Makassar,2024-08-16,2024-08-20,INV6657417,2024-08-20,2024-08-31,Perum Utama Simanjuntak (Persero) Tbk,2020-01-06,2020-10-26,SVAS29342048782600,"Gg. Ir. H. Djuanda No. 242, Kendari, Lampung 88273",+62-074-100-6248,ITEM311724,Printer,Transportasi,142000.0,2,285000.0,Approved,CTR865969,0,8,4,3,0,4,4,11,294,12.560247968016562,11.863589378812122,-0.21424800096505253,0.9999964912403816,1.003517593247911,1,40,1,0.06989016305071169,0,2,3,7,10,0,23
expense,PO53396737,EMP0040,HR,Jakarta,2024-12-27,2024-12-29,INV6630720,2024-12-31,2025-01-04,PT Wacana (Persero) Tbk,2021-01-14,2021-12-01,OFZQ50416691009903,"Jl. Bangka Raya No. 67, Balikpapan, JI 21788",+62 (0802) 875-2556,ITEM684853,Alat Tulis,Pelatihan,1375000.0,2,2750000.0,Approved,CTR397499,0,12,4,4,0,2,4,4,321,14.827111833279051,14.13396501635527,-0.019657593962595636,0.7269361017879721,0.9999996363637685,1,59,1,1.4967335830550166,0,1,2,4,1,0,39
expense,PO37529785,EMP0052,Finance,Surabaya,2022-10-16,2022-10-17,INV7040532,2022-10-17,2022-11-03,PD Pratama,2019-07-14,2019-10-19,YJOJ77404475951008,"Gg. PHH. Mustofa No. 49, Mojokerto, DI Yogyakarta 10115",+62 (0150) 461-2905,ITEM256359,Furniture Kantor,Komunikasi,332000.0,2,664000.0,Approved,CTR591301,0,10,6,4,1,1,1,17,97,13.406038934481533,12.712893259942282,-0.18432923250503988,1.2138917479127094,0.9999984939781718,1,45,1,0.9451332302710231,0,0,6,1,3,0,33
expense,PO94836914,EMP0093,Procurement,Medan,2022-11-18,2022-11-19,INV7692808,2022-11-21,2022-11-25,PT Kuswoyo Ardianto,2021-01-13,2021-08-15,UFPW71364606442789,"Jl. Sadang Serang No. 0, Semarang, BT 74919",084 685 3394,ITEM133093,Konsultasi IT,Perlengkapan Kantor,460000.0,1,460000.0,Approved,CTR347527,0,11,4,4,0,1,3,4,214,13.038983942375959,13.038983942375959,-0.20043326618800184,0.978721321869528,0.9999978260916824,1,55,1,0.2644327953494648,0,6,4,6,7,0,35
procurement,PO83550197,EMP0123,Finance,Semarang,2024-04-06,2024-04-08,INV7202986,2024-04-07,2024-04-21,PD Pudjiastuti,2020-11-17,2021-07-11,GGIA21468345702638,"Gang Tubagus Ismail No. 12, Pasuruan, DKI Jakarta 17615",+62-027-705-5947,ITEM701057,Laptop,Komunikasi,241000.0,2,482000.0,Approved,CTR873610,0,4,5,2,1,2,1,14,236,13.085701467719382,12.392556361841777,-0.1986965566731726,0.8811684073703704,0.9999979253155077,1,47,1,0.4638270309599732,1,0,5,1,8,0,39
expense,PO9551224,EMP0120,Operations,Yogyakarta,2022-10-23,2022-11-01,INV9190643,2022-10-27,2022-11-11,PD Handayani,2021-01-31,2022-02-24,TERQ93772636576006,"Jalan Antapani Lama No. 06, Metro, BE 59191",+62 (414) 890-5710,ITEM136471,Laptop,Komunikasi,192000.0,3,577000.0,Approved,CTR134701,0,10,6,4,1,9,4,15,389,13.265599278590988,12.165255859329688,-0.19119712922277365,1.0548426785325804,1.0017343719889376,1,47,1,0.39979185879656415,0,5,7,1,8,0,32
expense,PO66326056,EMP0079,Operations,Surabaya,2023-05-03,2023-05-07,INV1346329,2023-05-07,2023-05-20,UD Manullang Uwais,2020-04-11,2020-10-31,VQPT07356840999052,"Jalan Bangka Raya No. 454, Solok, SB 42923",(0629) 822-4123,ITEM704792,Laptop,Perjalanan Dinas,708000.0,2,1415000.0,Approved,CTR880466,0,5,2,2,0,4,4,13,203,14.162640795773006,13.470200785104238,-0.12504428497609663,0.973511542131722,0.9992930795952828,1,56,1,0.7286299028682272,0,5,6,5,8,0,23
expense,PO69109957,EMP0048,Procurement,Surabaya,2022-10-07,2022-10-10,INV6305211,2022-10-11,2022-10-27,CV Sudiati Tbk,2019-07-21,2020-05-23,NVGN96582339030008,"Gang Raya Setiabudhi No. 433, Depok, Gorontalo 21195",+62-076-207-8070,ITEM7834,Konsultasi IT,Transportasi,108000.0,3,324000.0,Approved,CTR358993,0,10,4,4,0,3,4,16,307,12.688501881189456,11.58989576532275,-0.2111692886433098,1.1368381163574866,0.9999969135897728,1,44,1,0.20181932034084518,0,6,6,7,7,0,43
expense,PO68542182,EMP0140,Operations,Surabaya,2024-05-15,2024-05-23,INV9180368,2024-05-17,2024-05-25,PT Wijaya Utami Tbk,2019-04-03,2020-03-30,GFCZ93248435123397,"Gg. Abdul Muis No. 473, Bekasi, Kalimantan Selatan 98604",+62 (977) 567 4495,ITEM86502,Proyektor,Akomodasi,1537000.0,1,1537000.0,Approved,CTR824209,0,5,2,2,0,8,2,8,362,14.245343673138608,14.245343673138608,-0.11541344130295272,1.2315695259859567,0.9999993493823361,1,60,1,0.549001902396963,0,5,6,0,11,0,40
expense,PO71278247,EMP0099,Marketing,Bandung,2023-04-29,2023-05-04,INV4890140,2023-05-01,2023-05-17,PD Handayani,2021-01-31,2021-06-30,KCMF54230080521889,"Jalan Veteran No. 687, Pagaralam, Sumatera Utara 16331",+62 (07) 490 3248,ITEM995496,Printer,Makan & Hiburan,84000.0,3,251000.0,Approved,CTR334772,0,4,5,2,1,5,2,16,150,12.433212202169729,11.338583982516495,-0.2169320065788795,0.7090375450916805,0.9960277935405019,1,47,1,0.18772390860107419,0,4,1,3,10,0,29
expense,PO14925218,EMP0079,Procurement,Semarang,2022-08-26,2022-09-04,INV4306762,2022-08-29,2022-09-10,PT Wijaya Utami Tbk,2019-04-03,2019-09-10,TWMF59400547449499,"Jalan Tubagus Ismail No. 9, Meulaboh, Maluku 15947",+62 (0305) 328 0271,ITEM516858,Konsultasi IT,Komunikasi,78000.0,3,233000.0,Approved,CTR696784,0,8,4,3,0,9,3,12,160,12.358798024384122,11.264476926102367,-0.21835295072737618,0.4259590019031044,0.9957222405032458,1,60,1,0.11997934089632292,0,6,5,1,7,0,23
expense,PO13679931,EMP0087,Procurement,Semarang,2022-07-11,2022-07-15,INV1572009,2022-07-15,2022-07-25,UD Siregar Hakim (Persero) Tbk,2021-08-25,2022-01-24,ZWVS08518977750859,"Jl. HOS. Cokroaminoto No. 021, Tanjungbalai, NB 24934",(0698) 090-1595,ITEM810046,Meja Kantor,Lain-lain,412000.0,2,825000.0,Approved,CTR106959,0,7,0,3,0,4,4,10,152,13.623139877437296,12.928781055513184,-0.17161967651015325,0.992778588714093,1.0012123771694452,1,57,1,0.5375438280856453,0,6,5,2,9,0,33
procurement,PO18900215,EMP0054,Operations,Jakarta,2022-04-01,2022-04-08,INV4790758,2022-04-04,2022-04-11,UD Narpati (Persero) Tbk,2021-04-12,2022-01-09,OOKA27377965689367,"Gang BKR No. 8, Ambon, MA 37634",084 474 6989,ITEM430665,Proyektor,Perjalanan Dinas,1448000.0,1,1448000.0,Approved,CTR556898,0,4,4,2,0,7,3,7,272,14.185694542535295,14.185694542535295,-0.12243922070385278,0.9962153448810837,0.9999993093927422,1,44,1,0.6746455897555337,1,5,2,5,11,0,45
expense,PO9478036,EMP0066,Procurement,Surabaya,2022-10-25,2022-10-31,INV9695136,2022-10-27,2022-11-15,UD Anggriawan Aryani,2021-08-28,2022-09-30,JVXN66661191209812,"Gang Gardujati No. 8, Sibolga, Kepulauan Riau 69483",+62 (492) 241-6790,ITEM528199,Meja Kantor,Komunikasi,241000.0,3,723000.0,Approved,CTR954716,0,10,1,4,0,6,2,19,398,13.49116588426581,12.392556361841777,-0.17967169335163422,1.3217526110555557,0.9999986168760486,1,42,1,0.2588984248018245,0,6,6,1,9,0,30
procurement,PO24756384,EMP0044,Finance,Bandung,2023-12-08,2023-12-17,INV4264713,2023-12-12,2023-12-15,UD Natsir (Persero) Tbk,2023-11-29,2023-11-30,EFSP07708838764881,"Jalan Surapati No. 19, Kotamobagu, SS 25658",(011) 156 2303,ITEM123779,Server,Komunikasi,8213000.0,1,8213000.0,Approved,CTR431532,1,12,4,4,0,9,4,3,1,15.92122894448051,15.92122894448051,0.4115989551061354,15.014597779528739,0.9999998782418266,1,61,1,5.271200014708816,1,0,1,1,13,0,34
procurement,PO73680579,EMP0082,Legal,Bandung,2022-10-06,2022-10-11,INV1050843,2022-10-09,2022-10-25,UD Wulandari Suartini Tbk,2019-05-09,2019-12-10,JUQS62397830842226,"Jalan Otto Iskandardinata No. 1, Semarang, Sulawesi Utara 35055",+62 (480) 236 5363,ITEM46896,Proyektor,Perjalanan Dinas,1651000.0,1,1651000.0,Approved,CTR132915,0,10,3,4,0,5,3,16,215,14.316892328595602,14.316892328595602,-0.10641412836247398,1.1358781314907935,0.9999993943068478,1,52,1,0.8311728221648771,1,3,1,5,11,0,43
procurement,PO13149782,EMP0020,IT,Bandung,2024-08-19,2024-08-24,INV3248316,2024-08-22,2024-08-25,PT Pradipta,2019-07-02,2020-04-20,QZTY81803277747909,"Gang Kiaracondong No. 17, Yogyakarta, PA 16931",+62-0040-804-2316,ITEM66161,Jasa Cleaning,Lain-lain,166000.0,2,333000.0,Approved,CTR738606,0,8,0,3,0,5,3,3,293,12.715900771961074,12.019749091416921,-0.21045881656906149,0.40072153944459754,1.0030090270812437,1,56,1,0.06546346835940008,1,2,1,2,4,0,36
expense,PO58857892,EMP0116,Marketing,Yogyakarta,2022-04-08,2022-04-10,INV6079954,2022-04-09,2022-04-18,CV Januar Megantara,2020-10-31,2021-07-06,CUQN36633982620796,"Jl. Dipatiukur No. 186, Palopo, ST 04638",+62 (95) 579-1423,ITEM312330,AC,Lain-lain,592000.0,2,1184000.0,Approved,CTR710041,0,4,4,2,0,2,1,9,248,13.984409939020326,13.291263603053904,-0.14327973488180354,1.4247876958030135,0.9999991554061187,1,42,1,0.6059781386691501,0,4,7,2,0,0,37
expense,PO66037126,EMP0120,Finance,Surabaya,2023-01-12,2023-01-17,INV9814869,2023-01-14,2023-01-22,PD Laksita,2019-03-27,2019-08-24,BGQE93600435336256,"Jl. Cikapayang No. 34, Prabumulih, Sumatera Barat 37888",+62 (0110) 988-2044,ITEM304131,Proyektor,Transportasi,104000.0,2,209000.0,Approved,CTR623207,0,1,3,1,0,5,2,8,150,12.250094315624496,11.552155793461898,-0.2202475429253717,0.7333307602429465,1.0048028615247042,1,55,1,0.1448119557859305,0,0,6,7,11,0,32
procurement,PO26466810,EMP0143,R&D,Makassar,2022-01-25,2022-02-01,INV8130536,2022-01-26,2022-02-06,UD Damanik,2019-03-31,2019-07-03,EBWK59853798686247,"Gg. Cikutra Timur No. 162, Probolinggo, KB 25717",+62 (11) 805-7105,ITEM170178,Printer,Makan & Hiburan,195000.0,2,390000.0,Approved,CTR584248,0,1,1,1,0,7,1,11,94,12.873904582205107,12.180759965737863,-0.20595916009882212,1.1016918031304996,0.9999974359040105,1,47,1,0.07999779561629858,1,7,3,3,10,0,30
procurement,PO85207028,EMP0044,Legal,Yogyakarta,2023-06-26,2023-06-29,INV9923617,2023-06-30,2023-07-04,PT Uwais Gunarto (Persero) Tbk,2021-02-20,2021-05-13,HLNE17285642896098,"Jl. Ciumbuleuit No. 2, Parepare, Maluku Utara 53939",(033) 553-7692,ITEM477163,Printer,Perjalanan Dinas,302000.0,3,907000.0,Approved,CTR222359,0,6,0,2,0,3,4,4,82,13.717898831632498,12.618185607609803,-0.16514648650033523,0.6240105785960931,1.001102647789572,1,53,1,0.5821232696141356,1,3,7,5,10,0,34
expense,PO17760226,EMP0112,Finance,Bandung,2022-10-07,2022-10-10,INV2961833,2022-10-10,2022-10-26,PT Dongoran,2019-06-04,2020-07-07,ORIH87647776672044,"Gang R.E Martadinata No. 10, Tomohon, BB 54752",+62-513-751-7056,ITEM185189,Server,Pelatihan,1338000.0,3,4014000.0,Approved,CTR987390,0,10,4,4,0,3,3,16,399,15.20529905746644,14.106687267054188,0.08012426179850193,1.061062368209789,0.9999997508720102,1,45,1,2.563445163842719,0,0,1,4,13,0,43
procurement,PO98853708,EMP0011,Legal,Medan,2023-08-04,2023-08-13,INV3152223,2023-08-05,2023-08-16,PT Kuswoyo Ardianto,2021-01-13,2021-10-08,PVND28971155327021,"Gg. Setiabudhi No. 55, Sawahlunto, Riau 15158",+62 (276) 431 3529,ITEM462809,Jasa Cleaning,Komunikasi,274000.0,2,548000.0,Approved,CTR843593,0,8,4,3,0,9,1,11,268,13.214032390746006,12.520887034998584,-0.1934864281286849,1.0018263220725374,0.9999981751858117,1,55,1,0.1869610428456215,1,3,4,1,4,0,33
expense,PO70041846,EMP0059,Operations,Yogyakarta,2024-08-25,2024-08-30,INV4061870,2024-08-27,2024-09-11,Perum Rahayu (Persero) Tbk,2021-03-06,2021-09-18,YKSV90707687235161,"Gg. Pasir Koja No. 38, Kota Administrasi Jakarta Barat, BT 53601",+62 (07) 034-9909,ITEM34810,Proyektor,Komunikasi,212000.0,3,637000.0,Approved,CTR679614,0,8,6,3,1,5,2,15,196,13.364526504411781,12.264346270624157,-0.18646064872778487,1.1645316918981867,1.0015707522472448,1,48,1,0.9061798048512627,0,5,7,1,11,0,20
procurement,PO80386491,EMP0038,R&D,Medan,2022-12-29,2023-01-05,INV9045823,2023-01-01,2023-01-15,PD Setiawan (Persero) Tbk,2019-11-27,2020-06-03,PAQP94098351458798,"Jalan Raya Ujungberung No. 282, Manado, Kalimantan Selatan 50957",+62 (045) 568-2113,ITEM164146,Printer,Makan & Hiburan,127000.0,3,380000.0,Approved,CTR889552,0,12,3,4,0,7,3,14,189,12.847929163278053,11.751950239425476,-0.2067485735146536,1.0734432953579227,0.9973727103078469,1,41,1,0.33446468738176643,1,7,4,3,10,0,49
expense,PO80157003,EMP0093,Legal,Semarang,2023-03-04,2023-03-12,INV5228940,2023-03-06,2023-03-24,UD Nuraini Simanjuntak (Persero) Tbk,2021-02-25,2021-08-22,GXPM40637470554500,"Gang Indragiri No. 6, Sibolga, JI 76233",+62 (0355) 979 8950,ITEM508018,Catering,Lain-lain,147000.0,3,440000.0,Approved,CTR546311,0,3,5,1,1,8,2,18,178,12.994532278619134,11.898194668458823,-0.20201209301966477,0.5294819139808496,0.9977301638771794,1,48,1,0.2529357172907924,0,3,5,2,2,0,35
procurement,PO71453671,EMP0116,IT,Bandung,2024-09-08,2024-09-10,INV9893989,2024-09-09,2024-09-14,UD Narpati (Persero) Tbk,2021-04-12,2022-01-05,YAOM67423835614343,"Gg. M.H Thamrin No. 11, Tangerang Selatan, Maluku 41285",+62 (79) 784-6590,ITEM783450,Printer,Perjalanan Dinas,321000.0,3,962000.0,Approved,CTR44655,0,9,6,3,1,2,1,5,268,13.776770769148342,12.679199517372098,-0.16080471271326213,0.6618502498450294,0.9989605410586282,1,44,1,0.49235723766868444,1,2,1,5,10,0,37
expense,PO46310679,EMP0026,HR,Bali,2024-12-23,2024-12-29,INV9604106,2024-12-26,2025-01-02,PD Uwais Oktaviani Tbk,2020-05-15,2020-12-18,BJZW85757182317880,"Gg. Lembong No. 14, Bandung, Maluku Utara 24518",+62 (0815) 162-6059,ITEM177275,Software License,Makan & Hiburan,158000.0,3,474000.0,Approved,CTR393192,0,12,0,4,0,6,3,7,217,13.06896471037963,11.970356641102999,-0.1993280874058378,1.3389792684201458,0.9999978902998095,1,48,1,0.16752070418070183,0,1,0,3,14,0,36
procurement,PO58526219,EMP0106,Procurement,Bandung,2023-08-03,2023-08-12,INV9184658,2023-08-06,2023-08-21,UD Prasetya Nainggolan,2020-03-21,2020-12-01,VBSA68777863775412,"Jalan Gegerkalong Hilir No. 6, Parepare, BE 10004",087 438 7496,ITEM228078,Furniture Kantor,Makan & Hiburan,134000.0,3,401000.0,Approved,CTR102346,0,8,3,3,0,9,3,15,255,12.901719200051183,11.80560254159177,-0.2050908053414075,1.1327651616803343,0.9975099564428944,1,50,1,0.1464211173574384,1,6,1,3,3,0,40
procurement,PO77391261,EMP0040,Operations,Medan,2023-10-24,2023-10-27,INV7122210,2023-10-28,2023-11-13,PD Saputra Halim,2021-03-15,2022-03-16,UBYU81366742287888,"Gg. Dr. Djunjunan No. 03, Ambon, JI 78210",+62 (459) 360 5552,ITEM846230,Kamera,Perlengkapan Kantor,355000.0,1,355000.0,Approved,CTR665274,0,10,1,4,0,3,4,16,366,12.779875885354993,12.779875885354993,-0.20872210705423225,0.7553175418775705,0.9999971831065264,1,51,1,0.19321469890346576,1,5,4,6,5,0,39
procurement,PO69104441,EMP0091,IT,Bali,2024-08-04,2024-08-08,INV5681783,2024-08-07,2024-08-18,PT Nababan Purwanti,2020-05-12,2020-08-02,XJDU08689168884476,"Jalan Soekarno Hatta No. 89, Padangpanjang, ST 69041",(020) 153-1213,ITEM200616,Jasa Cleaning,Komunikasi,185000.0,3,554000.0,Approved,CTR382850,0,8,6,3,1,4,3,11,82,13.224921770781943,12.128116509451258,-0.19301278007918604,1.012795223409098,0.9981963996461267,1,58,1,0.15289965688031407,1,2,0,1,4,0,31
expense,PO76327500,EMP0084,Operations,Bali,2022-09-14,2022-09-21,INV1859016,2022-09-15,2022-09-22,CV Hutasoit,2020-03-26,2021-01-25,EBAE06899674144175,"Gang Wonoayu No. 093, Kota Administrasi Jakarta Pusat, KB 96295",(0741) 386-8645,ITEM798512,Proyektor,Lain-lain,214000.0,3,643000.0,Approved,CTR183582,0,9,2,3,0,7,1,7,305,13.3739015584285,12.273735966890268,-0.18598700067828597,0.7737656152038325,1.0015560723425665,1,46,1,0.3177577367111398,0,5,0,2,11,0,47
expense,PO31315147,EMP0102,HR,Bali,2023-03-02,2023-03-05,INV2652328,2023-03-06,2023-03-17,UD Natsir (Persero) Tbk,2021-02-06,2022-01-29,CBEX44833356266278,"Jalan Jakarta No. 07, Surabaya, YO 39237",+62-024-479-8537,ITEM610652,Jasa Cleaning,Pelatihan,1878000.0,2,3756000.0,Approved,CTR142329,0,3,3,1,0,3,4,11,357,15.138865385550936,14.445718471231567,0.05975739567005006,0.9928625448420447,0.9999997337593893,1,61,1,1.4929808266214404,0,1,0,4,4,0,35
expense,PO66513828,EMP0047,Operations,Medan,2024-10-20,2024-10-27,INV1363732,2024-10-23,2024-10-19,CV Setiawan Mustofa,2020-11-08,2021-11-19,KNPS81319031107042,"Jl. Jamika No. 73, Pontianak, Sulawesi Selatan 37293",+62 (542) 671-7580,ITEM502550,Konsultasi IT,Akomodasi,9993000.0,1,9993000.0,Approved,CTR318956,1,10,6,4,1,7,3,-4,376,16.117395505913972,16.117395505913972,0.5521145431241368,8.007205122431793,0.999999899929961,1,55,1,2.2388062402288433,0,5,4,0,7,0,26
procurement,PO72555172,EMP0072,IT,Bandung,2024-03-01,2024-03-09,INV8164118,2024-03-04,2024-03-19,Perum Kuswandari Mandala,2021-01-28,2021-07-30,JPIV91320797441097,"Jl. Kutisari Selatan No. 23, Prabumulih, MU 58139",+62 (52) 605 8421,ITEM937698,Proyektor,Makan & Hiburan,152000.0,3,457000.0,Approved,CTR750707,0,3,4,1,0,8,3,15,183,13.032440858057756,11.931642378754141,-0.20067009021275128,1.290956805206765,1.0021907846693319,1,46,1,0.15387344120835508,1,2,1,3,11,0,36
expense,PO13190154,EMP0021,Marketing,Bali,2022-01-09,2022-01-12,INV5148674,2022-01-10,2022-01-19,PD Hassanah Sitorus,2019-12-21,2020-09-25,VEWL36106292703693,"Gg. Jamika No. 865, Pematangsiantar, KI 89395",087 160 2072,ITEM312472,Laptop,Transportasi,324000.0,1,324000.0,Approved,CTR465663,0,1,6,1,1,3,1,9,279,12.688501881189456,12.688501881189456,-0.2111692886433098,1.1368381163574866,0.9999969135897728,1,47,1,0.18324351911104506,0,4,0,7,8,0,29
procurement,PO6954265,EMP0026,Legal,Bandung,2022-08-31,2022-09-08,INV7128145,2022-09-02,2022-09-15,UD Wulandari Suartini Tbk,2019-05-09,2020-01-29,MWUP86818177079458,"Jl. Veteran No. 49, Pekanbaru, KS 88993",(087) 760-5766,ITEM647317,Laptop,Perjalanan Dinas,592000.0,3,1776000.0,Approved,CTR527840,0,8,2,3,0,8,2,13,265,14.389874765597156,13.291263603053904,-0.09654646066458063,1.221877384329285,0.999999436937254,1,52,1,0.6276725118669334,1,3,1,5,8,0,36
procurement,PO56322109,EMP0095,R&D,Semarang,2023-08-31,2023-09-09,INV1234853,2023-09-03,2023-09-20,PT Pradipta,2019-07-02,2019-12-25,DQLI26588569362498,"Jalan Kebonjati No. 074, Depok, Sumatera Selatan 91955",+62 (053) 016-4275,ITEM755553,Server,Lain-lain,597000.0,1,597000.0,Approved,CTR845096,0,8,3,3,0,9,3,17,176,13.299674067415213,13.299674067415213,-0.18961830239111072,0.7184106878331074,0.9999983249609297,1,56,1,0.1789357921794803,1,7,5,2,13,0,23
expense,PO18052091,EMP0051,Legal,Surabaya,2024-03-12,2024-03-14,INV8048384,2024-03-16,2024-03-21,Perum Januar Usada (Persero) Tbk,2021-04-19,2021-12-01,BNQD82480553157036,"Gg. S. Parman No. 21, Bengkulu, Riau 49562",+62 (059) 166-0882,ITEM166406,Server,Transportasi,149000.0,1,149000.0,Approved,CTR794067,0,3,1,1,0,2,4,5,226,11.91170829631447,11.91170829631447,-0.2249840234203605,0.5228051831397083,0.9999932886356467,1,55,1,0.08456843382260591,0,3,6,7,13,0,35
expense,PO39834263,EMP0118,Finance,Yogyakarta,2022-04-11,2022-04-12,INV449669,2022-04-13,2022-04-17,PD Uwais Oktaviani Tbk,2020-05-15,2021-04-26,MTBD21594722884763,"Jalan R.E Martadinata No. 25, Tidore Kepulauan, AC 69177",+62-0715-636-9016,ITEM80737,Kendaraan Operasional,Transportasi,89000.0,3,268000.0,Approved,CTR658286,0,4,0,2,0,1,2,4,346,12.498745990829315,11.39640288460621,-0.21559000377196602,0.9403475777277974,1.0037415590203782,1,48,1,0.026363215377478034,0,0,7,7,6,0,28
procurement,PO7847494,GHOST0037,Legal,Yogyakarta,2022-01-16,2022-01-23,INV5989309,2022-01-17,2022-02-02,PD Mustofa Suwarno Tbk,2021-06-17,2021-08-19,JVWF62099820343170,"Jl. Lembong No. 86, Cirebon, Jawa Timur 29086",+62 (13) 887-8288,ITEM813588,Kamera,Pelatihan,34254000.0,1,34254000.0,Approved,CTR429285,1,1,6,1,1,7,1,16,63,17.349313933368123,17.349313933368123,2.4673104312728618,9.05471608387098,0.9999999708063301,1,50,1,0.9498245885777978,1,3,7,4,5,0,2
